crop,area,rainfall,pesticide,soil_ph,fertilizer,temperature,yield
Lentil,14.97,466.99,1.12,7.43,44.37,16.17,1.84
Lentil,6.15,496.18,0.85,7.38,116.83,18.22,1.65
Lentil,32.55,671.08,0.53,7.49,87.88,21.77,2.6
Lentil,27.22,688.11,0.87,6.52,65.18,22.8,1.8
Lentil,42.26,487.22,1.19,6.23,87.37,15.75,1.68
Lentil,14.76,531.36,0.32,6.33,91.41,18.71,1.56
Lentil,28.26,592.53,1.05,6.84,55.02,20.71,1.47
Lentil,1.33,595.48,0.5,6.8,53.65,23.68,1.87
Lentil,8.56,517.41,1.06,6.4,106.2,15.48,1.19
Lentil,6.28,545.1,1.04,6.61,111.09,23.84,1.79
Lentil,24.64,646.91,0.91,6.93,90.65,17.0,2.02
Lentil,43.5,600.87,0.85,6.12,67.92,17.39,1.69
Lentil,16.77,435.33,0.71,6.93,68.87,19.71,1.55
Lentil,19.73,456.65,1.08,6.4,65.47,17.81,1.47
Lentil,8.83,528.2,0.78,6.51,87.07,18.38,1.6
Lentil,43.74,355.53,0.9,7.44,66.87,19.8,2.08
Lentil,27.94,560.29,0.48,6.55,93.61,16.26,2.47
Lentil,13.89,600.88,0.67,6.95,94.87,19.54,2.63
Lentil,9.93,413.47,0.62,7.08,118.51,15.49,1.35
Lentil,26.52,483.63,0.62,7.24,81.86,15.88,1.98
Lentil,7.01,353.86,0.62,7.35,56.09,23.0,1.61
Lentil,21.99,590.64,0.3,6.17,43.56,20.98,1.77
Lentil,16.86,427.23,0.74,6.72,86.66,19.16,1.53
Lentil,27.42,352.04,0.31,7.5,114.64,15.02,2.34
Lentil,36.49,606.78,0.57,6.83,112.77,16.82,2.32
Lentil,5.84,596.63,1.08,6.37,65.38,16.35,1.39
Lentil,36.67,613.48,0.86,7.18,88.23,15.27,2.45
Lentil,36.34,603.78,0.73,7.29,105.11,23.19,1.76
Lentil,33.43,508.51,0.28,7.01,82.52,23.41,1.99
Lentil,6.95,575.59,0.25,6.57,63.19,19.49,1.66
Lentil,20.63,545.16,0.26,6.72,51.3,19.36,1.57
Lentil,10.97,643.94,0.95,6.47,74.3,15.53,1.21
Lentil,5.77,666.53,1.15,6.18,53.34,17.94,1.52
Lentil,9.94,561.09,0.56,6.52,58.48,15.22,2.02
Lentil,11.28,417.88,0.97,6.02,112.43,24.31,1.68
Lentil,6.73,456.37,0.73,6.34,97.84,24.35,2.0
Lentil,26.66,456.68,1.05,6.48,49.64,24.91,1.18
Lentil,43.36,467.5,0.5,6.61,74.08,19.79,1.89
Lentil,34.32,680.66,0.25,6.34,58.41,22.82,1.77
Lentil,18.53,548.3,0.59,6.87,58.39,18.62,1.89
Lentil,39.7,554.17,1.17,6.26,99.85,24.12,2.2
Lentil,22.07,410.47,0.37,7.17,72.14,19.78,1.35
Lentil,7.5,604.01,0.79,6.73,91.8,15.48,1.8
Lentil,21.04,424.15,0.55,6.76,101.84,23.09,1.95
Lentil,30.02,466.43,1.18,6.32,89.8,23.26,2.25
Lentil,41.4,542.09,0.35,7.11,73.3,16.25,1.93
Lentil,24.72,575.83,0.41,6.07,88.49,23.4,2.22
Lentil,17.79,389.93,0.88,7.06,110.82,18.21,2.39
Lentil,1.4,675.02,0.5,6.53,76.96,23.57,1.43
Lentil,26.05,586.54,1.01,6.55,82.03,16.03,1.69
Lentil,22.47,404.69,0.76,7.45,63.74,16.58,1.96
Lentil,44.69,649.87,0.83,7.15,72.3,16.77,1.88
Lentil,2.47,453.86,0.84,7.02,56.5,23.4,1.34
Lentil,24.2,379.78,1.08,7.3,56.2,22.71,1.2
Lentil,22.23,668.51,0.68,7.27,90.12,18.47,1.54
Lentil,36.97,601.21,0.45,6.5,46.76,15.63,2.09
Lentil,30.24,422.09,1.04,7.38,79.15,16.65,1.86
Lentil,28.45,597.59,0.8,6.11,89.4,19.36,1.8
Lentil,5.19,500.87,0.71,7.2,104.16,23.34,1.59
Lentil,44.91,668.4,1.2,7.12,59.89,22.28,1.62
Lentil,16.85,564.36,0.46,7.13,89.77,16.69,2.58
Lentil,17.65,466.22,0.31,6.85,46.31,22.65,1.95
Lentil,11.12,516.8,0.67,6.07,62.12,15.85,1.2
Lentil,20.84,598.43,0.95,7.14,51.44,20.06,1.24
Lentil,33.37,569.63,0.82,6.62,111.1,23.08,1.3
Lentil,22.54,590.82,1.05,7.04,63.54,20.65,1.25
Lentil,15.23,427.39,0.81,6.75,96.29,18.56,1.32
Lentil,28.47,464.48,1.09,6.19,41.67,20.22,1.83
Lentil,6.85,437.16,0.97,6.51,93.99,24.33,1.63
Lentil,11.87,525.05,0.74,6.07,99.65,16.58,1.46
Lentil,24.17,474.43,1.18,6.97,119.09,19.18,1.66
Lentil,24.72,625.14,1.02,7.41,91.27,17.29,1.35
Lentil,15.64,466.83,0.85,6.23,117.28,17.72,1.21
Lentil,0.62,564.52,0.52,6.78,58.66,23.15,1.79
Lentil,24.36,426.1,0.22,6.18,91.72,22.03,1.42
Lentil,1.2,565.47,0.61,6.64,83.7,16.53,2.37
Lentil,4.95,527.4,0.86,6.61,76.22,18.24,2.08
Pomegranate,39.6,587.97,0.55,7.0,273.5,28.31,18.28
Pomegranate,17.54,525.23,1.11,6.36,277.05,21.68,21.96
Pomegranate,31.64,714.05,1.08,5.68,118.12,23.22,24.0
Pomegranate,45.46,729.1,1.73,6.69,251.17,32.01,31.14
Pomegranate,41.04,725.32,2.23,6.5,293.97,34.74,23.98
Pomegranate,37.36,687.81,0.75,6.69,254.09,23.82,31.39
Pomegranate,47.92,511.71,1.09,6.97,227.17,21.91,24.4
Pomegranate,19.88,689.15,0.55,6.63,179.74,26.28,18.16
Pomegranate,7.74,686.76,0.62,7.39,181.34,26.56,22.6
Pomegranate,3.47,699.16,0.56,6.45,247.61,26.78,19.21
Pomegranate,6.62,532.09,1.86,6.0,289.53,23.12,22.41
Pomegranate,1.42,743.26,1.8,6.06,254.63,22.39,24.42
Pomegranate,17.2,624.52,0.84,7.43,267.56,26.12,26.73
Pomegranate,26.14,587.16,1.75,6.26,143.15,23.41,16.07
Pomegranate,3.29,756.53,1.22,7.09,133.34,32.06,19.69
Pomegranate,38.27,515.19,1.59,6.06,202.89,31.18,21.02
Pomegranate,25.89,520.24,1.11,6.72,147.34,30.41,19.73
Pomegranate,1.41,511.7,1.88,6.19,214.58,27.07,28.53
Pomegranate,31.24,759.03,1.06,6.64,204.15,20.84,26.86
Pomegranate,11.47,739.24,1.71,6.66,141.26,25.88,26.9
Pomegranate,48.25,513.12,2.12,5.79,227.55,25.12,20.24
Pomegranate,39.52,512.28,2.13,6.22,262.74,20.53,21.64
Pomegranate,39.55,772.8,0.58,5.79,221.17,33.73,28.03
Pomegranate,5.88,726.63,0.94,7.04,246.33,23.06,23.64
Pomegranate,16.96,500.25,2.29,6.85,149.99,27.31,17.99
Pomegranate,16.31,578.19,1.17,6.13,165.32,21.16,14.02
Pomegranate,28.68,598.55,0.67,5.55,190.37,32.15,19.36
Pomegranate,27.82,500.67,1.95,6.99,129.56,22.94,22.62
Pomegranate,11.0,506.78,2.31,6.12,263.87,24.08,18.23
Pomegranate,7.35,626.3,2.2,6.51,145.32,27.38,16.64
Pomegranate,27.23,738.3,1.36,6.98,290.67,32.57,18.18
Pomegranate,49.97,522.38,1.81,7.29,190.85,27.46,26.23
Pomegranate,17.85,532.77,1.93,7.37,270.02,30.79,24.28
Pomegranate,17.72,743.92,1.34,6.05,251.02,24.36,27.08
Pomegranate,17.01,788.66,0.52,7.49,213.13,23.18,21.77
Pomegranate,7.95,701.42,1.98,6.15,236.14,28.23,31.07
Pomegranate,36.0,575.16,0.74,7.48,142.18,24.9,25.11
Pomegranate,2.94,646.49,2.06,5.59,225.4,22.29,18.17
Pomegranate,49.09,754.14,2.39,6.43,154.51,31.34,25.82
Pomegranate,10.39,769.96,1.74,7.14,108.68,29.45,19.1
Pomegranate,16.89,700.69,2.31,7.12,252.76,21.92,25.9
Pomegranate,7.26,782.15,1.82,6.12,139.59,29.75,26.65
Pomegranate,8.82,745.12,1.69,6.48,173.33,31.69,18.41
Pomegranate,13.76,798.17,1.69,6.23,245.74,30.79,29.96
Pomegranate,46.4,560.58,0.72,5.75,244.32,32.76,23.24
Pomegranate,23.14,524.31,0.89,6.28,160.99,24.34,22.49
Pomegranate,40.4,660.18,1.01,6.97,216.51,27.58,28.48
Pomegranate,9.01,501.17,1.43,7.41,236.08,26.61,24.98
Pomegranate,41.57,740.75,1.69,6.02,189.5,30.88,19.0
Pomegranate,11.5,606.68,1.53,5.59,266.79,25.83,27.18
Pomegranate,38.78,769.11,0.79,6.62,295.87,30.05,32.64
Pomegranate,19.99,575.41,2.35,5.6,194.2,20.83,15.91
Pomegranate,46.99,580.43,1.35,6.14,211.26,23.25,18.23
Pomegranate,28.54,714.42,2.23,5.59,231.97,23.34,20.25
Pomegranate,47.47,740.26,0.85,6.52,253.64,22.9,26.9
Pomegranate,41.62,713.1,2.26,5.55,114.65,31.92,20.87
Pomegranate,23.9,564.94,2.04,6.02,270.35,32.23,25.97
Pomegranate,32.29,592.79,1.76,7.18,212.36,31.59,24.7
Pomegranate,33.21,787.52,0.83,6.33,147.56,22.36,23.8
Pomegranate,46.54,709.94,0.88,5.75,271.45,26.21,29.06
Pomegranate,46.35,682.02,1.7,6.09,115.59,24.12,21.14
Pomegranate,33.56,665.15,2.17,7.12,277.31,30.43,26.19
Pomegranate,13.86,798.75,2.47,6.83,124.41,30.69,21.04
Pomegranate,30.07,792.01,1.13,7.23,208.47,26.76,29.42
Pomegranate,44.69,762.27,1.68,6.97,260.45,20.48,23.31
Pomegranate,21.61,566.8,2.39,7.01,100.65,29.32,15.96
Pomegranate,46.11,519.04,1.9,6.83,260.34,32.64,17.58
Pomegranate,32.87,643.24,2.34,5.87,259.21,20.46,17.27
Pomegranate,42.48,645.27,0.98,6.28,208.71,22.09,25.39
Pomegranate,12.16,768.0,1.44,7.08,105.62,20.19,19.37
Pomegranate,2.69,609.5,1.99,5.69,140.92,21.24,18.48
Pomegranate,31.74,716.48,2.13,6.13,221.09,34.77,24.99
Pomegranate,48.17,536.37,1.6,6.48,144.15,23.52,22.42
Pomegranate,47.0,559.22,2.14,7.26,300.0,20.72,20.67
Pomegranate,20.31,679.27,2.43,5.54,109.82,29.23,17.94
Pomegranate,29.44,645.04,1.57,6.17,260.31,30.5,18.65
Pomegranate,2.32,748.14,1.72,6.04,129.73,28.43,17.06
Pomegranate,43.54,622.48,1.42,5.52,240.32,34.35,20.35
Pomegranate,24.37,516.78,2.42,5.88,135.54,24.02,23.52
Pomegranate,4.25,667.38,1.64,7.18,141.36,24.36,17.56
Pomegranate,11.65,516.93,2.31,6.52,280.33,32.6,17.03
Pomegranate,17.49,710.24,1.53,6.04,297.71,22.97,23.42
Pomegranate,2.69,699.28,0.51,5.92,226.55,26.27,23.09
Pomegranate,8.61,770.65,2.15,6.85,175.81,25.93,18.45
Pomegranate,48.4,584.34,0.85,6.92,226.74,23.9,28.1
Pomegranate,35.07,760.24,1.75,6.78,124.77,25.54,26.29
Pomegranate,15.19,743.47,1.69,5.94,247.82,26.42,23.75
Pomegranate,40.62,724.8,2.48,7.39,245.61,33.64,26.69
Pomegranate,6.2,700.31,1.69,6.13,109.89,22.5,18.69
Pomegranate,10.62,721.42,2.1,6.82,290.04,29.25,31.86
Pomegranate,38.52,780.84,0.86,7.16,273.39,22.38,29.38
Pomegranate,19.86,603.52,2.24,6.13,291.21,21.58,24.64
Pomegranate,25.91,796.08,2.42,6.01,298.8,34.01,23.74
Pomegranate,37.84,709.42,1.77,6.84,229.7,24.29,20.15
Pomegranate,24.7,766.85,1.3,7.27,214.9,21.59,19.13
Pomegranate,34.97,718.3,0.78,5.67,144.52,28.51,24.29
Pomegranate,43.85,765.12,0.95,5.64,104.05,30.55,22.47
Pomegranate,25.3,511.31,0.67,7.36,132.99,22.0,16.29
Pomegranate,3.09,564.21,2.31,6.6,193.67,31.9,26.14
Pomegranate,7.76,502.8,2.36,6.95,231.58,24.94,23.23
Banana,12.74,1643.5,1.01,6.85,283.19,23.85,39.68
Banana,1.65,2018.06,1.63,5.7,411.84,34.98,43.17
Banana,11.35,1917.51,2.04,6.96,385.96,31.38,41.82
Banana,28.26,1958.71,1.81,6.36,311.86,25.76,41.68
Banana,26.14,1552.05,2.05,6.88,258.21,23.25,26.77
Banana,5.32,1811.31,1.95,5.75,396.1,23.62,36.98
Banana,30.04,1213.51,2.5,5.65,281.33,29.27,20.73
Banana,20.51,1559.27,1.98,6.58,421.81,25.26,33.83
Banana,23.02,1416.05,1.55,6.35,252.08,33.92,24.5
Banana,37.95,1654.76,1.51,6.42,363.12,32.65,28.88
Banana,16.21,1578.23,2.43,6.16,363.72,29.25,30.75
Banana,17.25,1691.22,1.61,6.1,360.01,24.93,44.82
Banana,1.98,1958.12,1.89,6.8,315.6,28.17,23.8
Banana,30.41,1624.47,1.89,5.68,274.94,34.23,30.11
Banana,39.55,1307.28,1.32,5.75,266.39,34.52,28.42
Banana,6.49,1572.88,1.78,5.78,387.5,26.5,30.31
Banana,10.48,1259.33,1.01,6.46,280.89,33.62,25.79
Banana,27.76,1313.33,0.81,6.61,344.12,28.61,34.31
Banana,23.1,1795.98,1.68,5.51,326.58,24.9,24.46
Banana,21.84,1275.25,1.33,5.59,441.39,27.09,39.3
Banana,22.54,1276.5,0.92,5.67,353.27,26.44,40.27
Banana,34.74,1456.94,1.56,5.76,357.31,23.39,38.71
Banana,15.16,1610.59,2.29,7.0,276.95,31.1,38.42
Banana,2.43,1398.13,1.27,5.85,387.18,30.2,30.28
Banana,21.36,1873.87,1.48,5.97,312.26,22.05,29.05
Banana,12.86,1954.76,0.91,6.36,339.97,25.85,36.04
Banana,29.21,1464.61,1.74,6.1,425.12,21.29,35.25
Banana,33.18,1558.16,1.25,5.59,358.33,24.09,26.2
Banana,28.0,1471.68,1.37,6.25,429.76,21.49,23.19
Banana,10.88,2150.45,1.92,6.47,310.4,32.32,26.33
Banana,11.94,1323.19,1.88,5.65,311.95,32.03,21.09
Banana,11.18,1436.94,1.66,5.8,369.01,30.85,45.26
Banana,34.47,2048.55,2.14,6.95,297.7,31.92,24.66
Banana,36.47,1719.51,1.53,6.65,266.85,25.96,44.18
Banana,37.32,2059.64,1.41,6.23,416.93,20.86,34.48
Banana,1.15,1836.86,2.49,6.5,407.66,28.7,40.11
Banana,5.96,2009.59,0.98,6.55,364.01,33.36,37.28
Banana,15.18,2180.84,0.52,6.59,394.47,31.97,48.89
Banana,13.68,2003.03,1.38,6.05,414.15,20.46,28.61
Banana,4.13,1842.47,2.27,6.43,436.24,21.51,43.75
Banana,27.04,1687.47,1.86,5.73,417.76,33.98,33.61
Banana,21.1,2073.65,1.89,5.73,273.88,26.91,22.46
Banana,11.74,1490.62,1.48,6.55,354.14,26.55,40.8
Banana,8.29,1910.87,2.46,6.31,357.93,28.43,47.7
Banana,20.28,1228.7,2.16,6.28,409.58,20.62,39.72
Banana,27.15,1203.75,2.04,6.19,254.08,30.94,32.87
Banana,29.08,1257.27,0.65,6.92,329.72,21.93,31.42
Banana,27.36,1642.44,1.04,5.76,335.38,26.91,20.93
Banana,6.43,1839.02,1.73,6.25,302.26,31.69,43.03
Banana,9.51,2114.13,2.17,6.41,329.37,31.75,28.34
Banana,1.16,1412.7,0.86,6.03,409.5,22.56,44.43
Banana,22.71,1666.74,0.57,6.28,415.06,33.57,40.21
Banana,8.85,2135.64,1.52,5.6,410.28,31.87,36.29
Banana,25.82,1322.55,1.17,5.64,323.42,28.33,24.32
Banana,7.2,1787.68,2.39,5.56,275.98,28.1,24.25
Banana,10.16,1302.1,1.84,6.01,384.4,25.98,37.82
Banana,7.35,1995.26,1.96,6.13,317.56,20.91,38.42
Banana,1.16,1203.6,1.71,5.96,316.97,26.2,29.09
Banana,7.41,1957.28,1.52,6.07,440.23,32.83,41.75
Banana,33.57,1964.33,1.73,6.19,302.92,26.71,27.12
Banana,15.8,2121.32,1.72,6.61,276.9,24.41,28.48
Banana,39.61,2029.68,1.24,6.79,344.0,32.95,25.64
Banana,33.27,2026.18,2.07,6.05,289.26,34.38,27.95
Banana,31.44,1892.53,0.57,6.13,363.27,20.52,44.9
Banana,37.1,1993.53,1.28,5.62,434.27,27.22,44.43
Banana,34.45,1690.26,0.75,6.31,433.96,20.12,23.93
Banana,30.62,1584.45,1.19,5.83,413.55,33.33,28.94
Banana,36.44,1445.51,1.26,6.41,386.13,26.2,40.94
Banana,20.96,1795.98,1.51,6.07,341.22,23.72,34.51
Banana,14.85,1867.03,1.49,6.2,316.36,30.77,41.79
Banana,18.74,1857.94,1.63,6.92,323.07,25.98,30.47
Banana,30.81,1560.4,1.44,6.9,405.61,22.45,43.23
Banana,6.21,1917.8,0.91,6.98,341.83,29.36,44.01
Banana,8.91,1313.37,1.92,5.63,426.79,22.02,39.53
Banana,6.51,2160.94,2.31,6.39,430.94,20.03,25.16
Banana,15.8,1715.63,2.11,6.92,421.47,29.27,50.6
Banana,12.77,1865.71,1.42,6.48,301.02,26.64,30.31
Banana,24.35,1707.38,1.79,6.52,351.34,29.52,47.58
Banana,12.28,1280.56,2.36,6.38,347.72,30.67,21.72
Banana,17.22,2002.03,1.24,5.98,347.52,28.76,37.73
Banana,24.32,1344.6,2.22,5.95,270.02,28.81,26.49
Banana,26.77,1912.03,0.84,6.12,398.3,22.82,32.95
Banana,34.84,1259.44,1.12,6.52,269.14,21.92,23.26
Banana,25.14,1814.83,0.76,6.42,408.62,29.35,31.28
Banana,25.97,1375.08,1.14,6.89,266.7,28.45,41.49
Banana,28.25,2129.07,0.76,5.85,379.43,23.38,36.52
Banana,32.61,1463.41,2.15,6.71,277.68,34.05,28.62
Banana,1.66,1902.96,1.47,6.2,385.11,24.68,38.4
Banana,31.34,2074.64,2.33,6.18,437.04,28.14,26.43
Banana,21.03,1930.89,1.26,5.55,420.53,22.93,32.61
Banana,5.84,1656.42,0.61,6.64,283.51,28.35,29.04
Banana,6.89,1948.26,2.0,5.97,387.67,28.74,49.18
Banana,8.53,1401.16,1.84,6.73,311.81,31.0,36.8
Banana,6.29,1331.37,1.29,6.13,358.97,28.96,39.42
Banana,25.58,1868.74,0.71,6.49,269.26,34.48,40.53
Banana,5.4,1953.78,0.81,6.24,305.13,25.47,31.02
Banana,28.21,1330.48,0.72,6.16,289.34,28.86,34.03
Banana,32.83,1372.33,2.39,6.24,277.15,22.52,27.45
Banana,36.4,1552.37,1.88,6.72,374.31,34.69,40.87
Banana,8.99,1914.32,2.45,5.88,402.74,23.48,41.41
Mango,76.82,963.39,1.5,6.12,198.72,25.9,13.04
Mango,54.84,1158.72,0.66,5.9,288.96,32.37,18.62
Mango,52.98,1416.09,1.32,6.61,262.25,33.81,19.05
Mango,53.22,1052.35,2.03,5.63,202.03,30.25,10.69
Mango,11.83,866.7,1.66,7.07,178.2,31.1,15.01
Mango,56.25,1205.21,2.22,6.84,150.22,25.1,14.36
Mango,37.13,1108.11,0.66,6.28,243.04,32.55,14.44
Mango,45.67,1083.88,2.32,5.87,188.54,34.78,12.29
Mango,19.24,891.98,1.97,6.4,162.62,25.86,13.61
Mango,46.75,1170.67,0.94,7.15,170.19,34.6,14.25
Mango,3.78,862.1,1.66,5.55,249.42,26.79,17.01
Mango,17.98,1135.29,1.64,7.42,198.77,28.44,14.22
Mango,20.01,1439.55,1.48,5.61,142.05,24.31,13.1
Mango,32.98,1400.56,1.26,7.23,218.57,31.16,13.93
Mango,60.02,1342.27,0.84,6.36,152.05,28.77,14.77
Mango,13.94,823.32,1.04,6.83,260.51,30.05,15.31
Mango,32.43,817.64,1.58,6.8,213.32,34.58,12.17
Mango,74.42,1215.05,1.63,5.72,299.91,27.14,10.92
Mango,63.95,1129.51,0.93,6.78,294.1,34.3,12.09
Mango,15.65,1016.89,0.55,5.67,276.44,25.39,12.43
Mango,27.82,1172.2,0.59,6.44,256.03,30.39,11.91
Mango,48.76,850.3,2.48,6.44,166.66,26.71,8.82
Mango,49.75,1254.02,1.3,6.92,227.42,24.05,11.18
Mango,56.05,1428.22,1.11,7.12,183.7,32.6,12.66
Mango,75.74,1116.78,1.61,6.69,198.86,25.5,14.46
Mango,71.93,1411.42,2.26,6.34,127.07,33.83,10.74
Mango,12.67,1067.89,0.89,6.52,280.65,31.62,13.96
Mango,53.85,1422.53,2.05,6.81,114.02,32.57,11.04
Mango,32.01,821.51,1.95,6.57,241.77,31.35,12.32
Mango,24.06,1002.05,1.32,6.33,160.15,28.98,13.48
Mango,37.71,925.57,2.43,6.58,140.54,26.54,12.25
Mango,21.07,1057.35,0.94,6.77,146.53,34.66,8.67
Mango,57.76,1016.13,2.2,5.91,273.23,30.53,14.06
Mango,20.35,827.59,0.57,6.21,138.57,25.23,14.28
Mango,78.48,1032.68,1.25,6.81,248.19,32.96,12.46
Mango,36.2,1325.97,1.06,7.19,180.8,24.59,9.48
Mango,28.72,1180.53,1.99,6.11,135.82,25.14,12.06
Mango,54.1,1279.62,1.41,5.75,274.75,31.16,12.67
Mango,3.67,974.29,0.74,5.86,132.07,27.84,8.65
Mango,61.28,1291.55,1.06,7.23,196.19,24.07,14.11
Mango,26.42,945.89,0.57,6.61,295.72,25.08,18.04
Mango,37.4,798.32,1.54,6.89,203.04,31.23,15.88
Mango,65.6,1355.3,2.39,6.72,224.58,27.22,16.4
Mango,48.44,1336.28,1.13,6.0,217.83,26.03,18.63
Mango,7.14,1416.04,0.66,6.2,129.97,33.44,15.32
Mango,48.58,1272.74,1.76,5.67,183.8,30.01,14.81
Mango,59.23,1420.36,1.56,6.61,199.17,26.62,16.16
Mango,57.33,918.32,1.21,5.65,158.17,24.38,10.76
Mango,59.74,959.39,1.4,6.73,157.08,26.53,12.24
Mango,67.42,1001.44,2.46,7.24,100.86,27.63,11.98
Mango,64.76,1299.79,0.97,6.14,260.48,27.83,17.64
Mango,11.89,1348.87,2.04,7.05,208.69,32.06,19.78
Mango,44.98,804.71,1.39,6.46,103.98,34.56,11.33
Mango,3.18,859.86,0.86,7.44,281.62,31.52,12.21
Mango,27.83,891.95,0.51,6.74,264.97,34.84,9.89
Mango,47.92,949.84,2.22,7.39,143.61,32.95,12.22
Mango,51.85,1433.9,2.42,6.6,209.87,31.12,12.47
Mango,30.36,1282.09,0.87,7.16,138.96,24.68,14.47
Mango,52.46,891.37,1.31,6.77,276.81,33.2,12.86
Mango,34.51,1218.17,2.25,6.9,262.39,24.46,10.54
Mango,68.28,1090.92,2.22,6.93,169.96,24.47,8.85
Mango,41.09,1428.96,2.15,5.86,273.68,25.98,18.63
Mango,20.49,894.66,1.84,6.08,177.26,27.51,9.04
Mango,55.96,1182.29,0.88,6.43,295.67,34.12,15.2
Mango,70.45,1405.27,0.73,5.76,265.44,25.14,10.63
Mango,10.76,829.77,1.03,7.02,140.14,29.45,15.19
Mango,13.22,990.39,0.57,6.7,132.03,24.09,8.32
Mango,38.23,1328.52,2.34,6.46,205.57,26.67,10.36
Mango,24.57,1140.47,0.99,6.78,298.4,34.62,16.13
Mango,17.2,775.63,0.64,6.92,280.02,31.86,16.0
Mango,26.44,847.43,0.58,5.62,277.76,29.09,9.47
Mango,33.64,1223.31,1.1,5.67,223.88,32.99,16.18
Mango,78.31,1233.55,1.58,6.36,161.96,28.71,9.48
Mango,63.51,864.36,1.75,7.04,144.54,26.24,15.37
Mango,56.22,1355.75,0.82,5.63,291.01,33.38,15.99
Mango,11.46,1377.74,2.02,5.51,288.63,31.32,12.15
Mango,68.6,1366.96,0.88,6.51,204.99,33.77,17.84
Mango,56.19,1301.95,1.11,5.83,133.12,26.96,16.49
Mango,78.09,929.85,0.59,6.03,115.89,34.53,8.5
Mango,47.64,1021.54,1.33,6.99,195.73,33.36,10.46
Mango,44.16,896.16,1.32,6.05,243.91,28.73,11.92
Mango,76.62,1062.72,0.67,6.18,115.71,25.35,11.25
Mango,8.94,1074.5,2.13,6.25,104.37,27.82,9.31
Mango,43.51,1045.55,1.21,5.74,117.87,34.53,13.11
Mango,75.52,856.29,1.99,5.91,199.48,24.73,10.47
Mango,72.75,876.11,1.21,7.2,135.03,27.34,15.19
Mango,19.85,1105.04,2.03,6.61,206.2,34.57,11.69
Mango,78.35,1319.67,1.18,7.16,219.65,27.08,18.55
Mango,25.48,1091.0,2.39,6.59,178.88,29.11,8.56
Mango,23.07,1475.22,1.81,6.87,289.36,32.27,12.94
Mango,36.11,805.21,0.69,5.72,145.92,25.17,13.12
Mango,54.18,1353.53,0.93,6.88,218.22,31.12,15.69
Mango,10.34,1280.7,2.47,6.48,146.12,29.51,15.57
Mango,72.18,941.61,1.83,5.91,118.53,25.46,9.68
Mango,49.1,869.88,2.26,5.66,178.62,27.04,8.8
Mango,45.11,1104.09,1.87,6.55,279.64,27.34,11.35
Mango,18.51,1385.7,1.53,6.56,281.0,24.78,16.79
Mango,57.87,1009.22,2.17,7.05,248.5,27.05,16.07
Mango,3.02,1299.98,2.38,6.3,178.25,28.53,14.16
Mango,70.06,1258.8,2.13,5.82,296.24,33.66,11.7
Grapes,26.54,990.87,2.38,6.74,297.17,29.14,25.59
Grapes,43.06,637.47,1.94,6.73,343.18,26.49,20.83
Grapes,43.64,768.42,2.08,6.84,305.01,21.11,31.18
Grapes,45.0,752.88,2.65,6.2,198.78,24.77,23.55
Grapes,42.8,600.93,2.81,6.28,216.52,21.04,22.41
Grapes,9.79,849.63,0.81,6.1,188.1,20.29,17.86
Grapes,21.62,885.08,1.46,6.8,150.62,22.53,21.94
Grapes,28.07,973.81,2.35,6.78,160.16,24.59,26.0
Grapes,25.11,569.16,2.2,6.53,162.83,25.27,23.03
Grapes,4.65,635.91,2.23,6.56,205.06,28.54,21.44
Grapes,44.57,631.8,2.56,6.59,161.67,22.87,24.3
Grapes,58.5,857.45,1.91,6.92,286.59,21.6,30.39
Grapes,7.94,825.34,1.94,6.4,218.14,26.03,17.55
Grapes,12.71,791.2,2.37,6.21,313.87,29.36,20.24
Grapes,25.08,985.54,1.56,6.34,177.95,28.84,24.23
Grapes,25.42,845.01,0.99,6.45,332.66,26.75,25.91
Grapes,16.45,861.43,2.98,6.03,293.57,27.17,24.04
Grapes,50.96,992.88,2.09,6.75,212.73,21.66,19.97
Grapes,53.21,772.91,1.79,6.68,342.37,27.11,28.47
Grapes,50.2,693.05,2.45,6.34,160.72,26.46,16.7
Grapes,47.44,838.67,1.17,6.47,323.08,23.16,23.07
Grapes,32.45,757.26,2.86,6.64,349.49,20.08,32.59
Grapes,49.91,851.02,2.41,6.74,300.01,21.4,29.62
Grapes,52.41,628.11,1.68,6.64,279.2,29.18,22.46
Grapes,34.66,870.28,2.9,6.16,248.18,22.82,21.17
Grapes,37.9,980.36,2.88,6.3,272.18,29.47,27.08
Grapes,18.48,835.91,1.62,6.66,152.12,22.6,19.96
Grapes,5.12,522.34,1.05,6.84,216.17,24.96,16.11
Grapes,27.23,626.65,1.05,6.68,320.42,20.44,27.76
Grapes,22.68,977.16,2.29,6.22,325.87,29.58,20.49
Grapes,3.66,969.02,2.18,6.62,300.44,29.68,25.06
Grapes,31.57,647.19,2.43,6.99,210.01,20.61,17.81
Grapes,6.69,774.28,1.45,6.21,304.8,22.61,27.41
Grapes,26.95,670.83,2.78,6.7,291.39,21.32,21.09
Grapes,16.51,983.23,2.15,6.09,180.5,22.58,18.84
Grapes,1.22,849.34,1.64,6.06,247.92,22.08,25.88
Grapes,9.12,550.9,2.73,6.81,200.88,28.21,19.88
Grapes,9.12,764.41,2.18,6.24,184.36,22.66,22.96
Grapes,34.12,561.94,1.43,6.13,203.16,22.14,21.29
Grapes,7.28,794.45,2.54,6.2,161.82,24.22,18.74
Grapes,48.22,881.47,2.9,6.7,292.8,25.36,29.0
